spec_id,specno,ucmp_coll,class,genus,species,subspecies,other_id,type_status,period,epoch,loc_ID_num,loc_name,county_std,state_prov_std,country_std,cont_ocean,pic,access
V8818,8818,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0078,yes
V8819,8819,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0079,yes
V8820,8820,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0080,yes
V8821,8821,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0081,yes
V8822,8822,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0082,yes
V8823,8823,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0083,yes
V8824,8824,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0084,yes
V8825,8825,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0085,yes
V8841,8841,V,Mammalia,Ursus,arctos,horribilis,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0099,yes
V8842,8842,V,Mammalia,Ursus,maritimus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0100,yes
V8851,8851,V,Mammalia,Ursus,americanus,,,PUBL,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,0000 2222 9167 1884,yes
V8860,8860,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V8938,8938,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V8965,8965,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9003,9003,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9007,9007,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9009,9009,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9127,9127,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0104,yes
V9245,9245,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1028,Font de Gaume Cavern,,Dordogne,France,Europe,,yes
V9390,9390,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9416,9416,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9446,9446,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9451,9451,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9482,9482,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9501,9501,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9502,9502,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9503,9503,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9506,9506,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9511,9511,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9524,9524,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9533,9533,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9541,9541,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9543,9543,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9545,9545,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9650,9650,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9651,9651,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9659,9659,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9660,9660,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9661,9661,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9697,9697,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V9735,9735,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9792,9792,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9805,9805,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V9844,9844,V,Mammalia,Ursus,maritimus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0110,yes
V9845,9845,V,Mammalia,Ursus,maritimus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0030 0111,yes
V10066,10066,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1057,Samwel Cave 3,Shasta County,California,United States,North America,,yes
V10083,10083,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V10084,10084,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V10085,10085,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V10135,10135,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V10217,10217,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10218,10218,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10222,10222,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10225,10225,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10237,10237,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10241,10241,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10250,10250,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10271,10271,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V10272,10272,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V22260,22260,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0033 0005,yes
V24089,24089,V,Mammalia,Ursus,arctos,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0034 0107,yes
V27308,27308,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,V401,Holden Cave,Shasta County,California,United States,North America,,yes
V27331,27331,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V31037,31037,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,V69178,Amador Co General,Amador County,California,United States,North America,,yes
V32117,32117,V,Mammalia,Ursus,spelaeus,,,,Quaternary,Pleistocene,V3426,Carso Plateau,,Friuli-Venezia Giulia,Italy,Europe,0000 2222 9167 1874,yes
V33208,33208,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V33209,33209,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V33210,33210,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V33276,33276,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V33277,33277,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1055,Potter Creek Cave,Shasta County,California,United States,North America,,yes
V34071,34071,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,V3819,Twin Falls,Twin Falls County,Idaho,United States,North America,,yes
V34773,34773,V,Mammalia,Ursus,,,,,Tertiary,Pliocene,V3721,Cita Canyon 1,Randall County,Texas,United States,North America,,yes
V34774,34774,V,Mammalia,Ursus,,,,,Tertiary,Pliocene,V3721,Cita Canyon 1,Randall County,Texas,United States,North America,,yes
V35701,35701,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35702,35702,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35703,35703,V,Mammalia,Ursus,arctos,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V35704,35704,V,Mammalia,Ursus,arctos,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V35706,35706,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35707,35707,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35708,35708,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35709,35709,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,0000 2222 4632 4157,yes
V35710,35710,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35711,35711,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1008,Samwell Cave 1,Shasta County,California,United States,North America,,yes
V35712,35712,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35716,35716,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35718,35718,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V35750,35750,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1009,Samwel Cave 2,Shasta County,California,United States,North America,,yes
V42328,42328,V,Mammalia,Ursus,arctos,horribilis,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0035 0046,yes
V42824,42824,V,Mammalia,Ursus,arctos,middendorfi,,,Quaternary,Pleistocene,V5243,College,Fourth Judicial Division,Alaska,United States,North America,,yes
V58802,58802,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0037 0021,yes
V67164,67164,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0036 0107,yes
V67165,67165,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0036 0108,yes
V70566,70566,V,Mammalia,Ursus,etruscus,,,,Quaternary,Pleistocene,V65675,Faella,Arezzo Province,Tuscany,Italy,Europe,,yes
V70567,70567,V,Mammalia,Ursus,etruscus,,,,Quaternary,Pleistocene,V65676,Olivola,Massa-Carrara Province,Tuscany,Italy,Europe,,yes
V70568,70568,V,Mammalia,Ursus,etruscus,,,,Quaternary,Pleistocene,V65676,Olivola,Massa-Carrara Province,Tuscany,Italy,Europe,,yes
V70569,70569,V,Mammalia,Ursus,etruscus,,,,Quaternary,Pleistocene,V65676,Olivola,Massa-Carrara Province,Tuscany,Italy,Europe,,yes
V70570,70570,V,Mammalia,Ursus,etruscus,,,,Quaternary,Pleistocene,V65676,Olivola,Massa-Carrara Province,Tuscany,Italy,Europe,,yes
V79379,79379,V,Mammalia,Ursus,,,,,Tertiary,Pliocene,V66132,Arondelli,Asti Province,Piedmont,Italy,Europe,,yes
V85122,85122,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,0000 0000 0413 0725,yes
V114150,114150,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-1057,Samwel Cave 3,Shasta County,California,United States,North America,,yes
V122607,122607,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0016 0067,yes
V122608,122608,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0016 0068,yes
V122609,122609,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0016 0069,yes
V122610,122610,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0016 0070,yes
V131947,131947,V,Mammalia,Ursus,thibeticus,,,PUBL,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0704 0052 0001,yes
V138192,138192,V,Mammalia,Ursus,,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0904 0026 0001,yes
V138359,138359,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0804 0006 0005,yes
V138360,138360,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0804 0006 0006,yes
V138361,138361,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0804 0006 0007,yes
V138362,138362,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0804 0006 0008,yes
V138363,138363,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,2222 0804 0006 0009,yes
V139263,139263,V,Mammalia,Ursus,abstrusus,,,FIG,Tertiary,Pliocene,V93067,Buckeye Creek,Douglas County,Nevada,United States,North America,0000 0000 0911 0164,yes
V165119,165119,V,Mammalia,Ursus,americanus,,,,Quaternary,Recent,R0,Recent Element Collection,,,,,,yes
V190510,190510,V,Mammalia,Ursus,americanus,,,FIG,Quaternary,Pleistocene,V78027,Pacheco 2,Contra Costa County,California,United States,North America,,yes
V190565,190565,V,Mammalia,Ursus,americanus,,,PUBL,Quaternary,Pleistocene,V78027,Pacheco 2,Contra Costa County,California,United States,North America,,yes
V190927,190927,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,V78027,Pacheco 2,Contra Costa County,California,United States,North America,,yes
V205876,205876,V,Mammalia,Ursus,,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205877,205877,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205878,205878,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205879,205879,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205880,205880,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205881,205881,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205882,205882,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205883,205883,V,Mammalia,Ursus,arctos,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205884,205884,V,Mammalia,Ursus,,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V205885,205885,V,Mammalia,Ursus,,,,,Quaternary,Holocene,V96017,Lamar Cave,Park County,Wyoming,United States,North America,,yes
V228553,228553,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,V65217,Samwell Cave General,Shasta County,California,United States,North America,,yes
V228554,228554,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,V65217,Samwell Cave General,Shasta County,California,United States,North America,,yes
V248034,248034,V,Mammalia,Ursus,,,,,Quaternary,Pleistocene,-7139,Sternberg Pit (McKittrick),Kern County,California,United States,North America,,yes
V248089,248089,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-7139,Sternberg Pit (McKittrick),Kern County,California,United States,North America,,yes
V282674,282674,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-7139,Sternberg Pit (McKittrick),Kern County,California,United States,North America,0000 2222 4008 3684,yes
V282745,282745,V,Mammalia,Ursus,americanus,,,,Quaternary,Pleistocene,-7139,Sternberg Pit (McKittrick),Kern County,California,United States,North America,0000 2222 4008 4112,yes
